accident_id,state,city,accident_datetime,year,month,weekday,hour,weather_conditions,road_condition,road_type,vehicle_type,traffic_control_presence,junction_type,lighting_conditions,speed_limit_kmph,driver_age,driver_gender,driver_license_status,alcohol_involvement,number_of_vehicles_involved,number_of_casualties,number_of_fatalities,visibility_km,temperature_c,latitude,longitude,severity,hour_of_day,rush_hour,weekend,night_time,weather_category,visibility_risk,casualty_rate,fatality_flag
IND-ACC-00742,Uttar Pradesh,Lucknow,2018-01-25 20:35:00,2018,January,Thursday,20,Clear,Wet,Residential,Auto-Rickshaw,Police Managed,Cross Junction,Daylight,60,40.0,Male,Learner,No,2,3,0,6.99,26.2,26.8944,80.94589,Minor,20,0,0,1,Normal,Moderate,1.5,0
IND-ACC-00743,Delhi,Dwarka,2023-08-18 06:32:00,2023,August,Friday,6,Heat,Wet,Highway,Auto-Rickshaw,Signal Present,T-Junction,Daylight,100,36.0,Male,Valid,Yes,4,2,2,2.71,32.5,28.65018,76.9514,Fatal,6,0,0,0,Normal,High,0.5,1
IND-ACC-00744,Maharashtra,Nagpur,2020-11-06 17:43:00,2020,November,Friday,17,Clear,Dry,Rural Road,Two-Wheeler,Uncontrolled,Non-Junction,No Lighting,80,26.0,Male,Valid,No,2,4,0,7.67,25.9,21.1071,79.11935,Serious,17,1,0,0,Normal,Moderate,2.0,0
IND-ACC-00745,Tamil Nadu,Chennai,2023-03-13 10:25:00,2023,March,Monday,10,Cloudy,Wet,Highway,Two-Wheeler,Stop Sign,Non-Junction,Daylight,50,34.0,Male,Valid,No,2,1,0,6.64,34.7,13.15069,80.3605,Minor,10,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00746,Gujarat,Surat,2023-09-12 10:40:00,2023,September,Tuesday,10,Clear,Dry,Highway,Car,Stop Sign,Cross Junction,Street Lights,40,33.0,Male,Valid,No,2,1,0,6.26,29.4,21.16456,72.87562,Minor,10,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00747,Karnataka,Hubballi,2019-12-10 22:18:00,2019,December,Tuesday,22,Rain,Dry,Residential,Two-Wheeler,Roundabout,Y-Junction,Daylight,80,56.0,Male,Valid,No,3,1,0,6.95,23.0,15.31807,75.08929,Minor,22,0,0,1,Adverse,Moderate,0.33,0
IND-ACC-00748,Rajasthan,Jodhpur,2020-12-20 17:47:00,2020,December,Sunday,17,Heat,Damaged,Highway,Car,Roundabout,Y-Junction,Street Lights,60,44.0,Male,Valid,No,3,2,0,7.08,29.4,26.18932,72.99769,Minor,17,1,1,0,Normal,Moderate,0.67,0
IND-ACC-00749,Karnataka,Hubballi,2023-07-02 07:38:00,2023,July,Sunday,7,Clear,Wet,Residential,Bus,Roundabout,Non-Junction,Daylight,50,29.0,Male,Valid,No,1,1,0,3.97,30.7,15.39666,75.11453,Minor,7,1,1,0,Normal,High,1.0,0
IND-ACC-00750,Karnataka,Bengaluru,2023-11-14 03:03:00,2023,November,Tuesday,3,Clear,Damaged,Urban Arterial,Car,Roundabout,Cross Junction,Poor Lighting,40,22.0,Male,Valid,No,3,1,0,7.01,16.8,12.84444,77.5876,Minor,3,0,0,1,Normal,Moderate,0.33,0
IND-ACC-00751,Rajasthan,Udaipur,2020-01-01 17:46:00,2020,January,Wednesday,17,Fog,Wet,Residential,Truck,Stop Sign,T-Junction,Daylight,50,26.0,Male,Valid,No,3,1,0,2.45,27.8,24.54602,73.64683,Minor,17,1,0,0,Adverse,Critical,0.33,0
IND-ACC-00752,Telangana,Hyderabad,2021-04-07 09:31:00,2021,April,Wednesday,9,Cloudy,Wet,Intersection,Two-Wheeler,Uncontrolled,Cross Junction,Daylight,40,29.0,Male,Valid,No,1,1,0,7.18,31.8,17.36657,78.57308,Minor,9,1,0,0,Normal,Moderate,1.0,0
IND-ACC-00753,Tamil Nadu,Coimbatore,2018-04-12 20:19:00,2018,April,Thursday,20,Clear,Damaged,Highway,Two-Wheeler,Police Managed,Roundabout,Daylight,80,48.0,Male,Valid,No,4,1,0,6.14,30.8,11.09216,76.95406,Serious,20,0,0,1,Normal,Moderate,0.25,0
IND-ACC-00754,Tamil Nadu,Coimbatore,2022-07-22 16:44:00,2022,July,Friday,16,Clear,Dry,Urban Arterial,Two-Wheeler,Signal Present,Non-Junction,Street Lights,30,22.0,Male,Valid,Yes,2,1,0,6.69,28.9,10.90318,76.94236,Minor,16,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00755,Uttar Pradesh,Lucknow,2019-07-02 05:19:00,2019,July,Tuesday,5,Cloudy,Dry,Rural Road,Two-Wheeler,Uncontrolled,Cross Junction,Daylight,50,20.0,Male,Valid,No,2,2,0,5.46,28.8,26.87272,80.90909,Minor,5,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00756,Delhi,Dwarka,2020-06-12 02:00:00,2020,June,Friday,2,Clear,Dry,Urban Arterial,Two-Wheeler,Uncontrolled,T-Junction,Daylight,100,40.0,Male,Valid,No,1,1,0,5.17,36.1,28.5828,77.01976,Minor,2,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00757,West Bengal,Durgapur,2023-06-13 07:54:00,2023,June,Tuesday,7,Clear,Dry,Residential,Two-Wheeler,Signal Present,Non-Junction,No Lighting,30,37.0,Male,Expired,No,3,2,0,7.8,38.3,23.46923,87.21014,Minor,7,1,0,0,Normal,Moderate,0.67,0
IND-ACC-00758,Uttar Pradesh,Lucknow,2018-02-23 17:12:00,2018,February,Friday,17,Clear,Dry,Urban Arterial,Truck,Police Managed,Roundabout,Street Lights,50,35.0,Male,Valid,No,3,2,0,6.505,25.4,26.83813,80.92387,Minor,17,1,0,0,Normal,Moderate,0.67,0
IND-ACC-00759,Maharashtra,Nagpur,2023-12-11 14:31:00,2023,December,Monday,14,Rain,Wet,Residential,Two-Wheeler,Roundabout,Non-Junction,Street Lights,40,25.0,Female,Valid,Yes,2,1,0,4.92,26.6,21.19099,79.12725,Minor,14,0,0,0,Adverse,High,0.5,0
IND-ACC-00760,Karnataka,Bengaluru,2023-02-11 18:38:00,2023,February,Saturday,18,Storm,Under Construction,Intersection,Two-Wheeler,Police Managed,Non-Junction,Street Lights,50,38.0,Male,Valid,No,2,2,0,2.0,21.9,13.03449,77.60478,Minor,18,1,1,0,Adverse,Critical,1.0,0
IND-ACC-00761,West Bengal,Howrah,2023-03-01 17:34:00,2023,March,Wednesday,17,Clear,Wet,Highway,Two-Wheeler,Uncontrolled,Non-Junction,Poor Lighting,50,30.0,Female,Valid,No,2,2,0,6.859999999999999,28.8,22.69267,88.25145,Minor,17,1,0,0,Normal,Moderate,1.0,0
IND-ACC-00762,Telangana,Hyderabad,2020-07-05 17:47:00,2020,July,Sunday,17,Clear,Wet,Intersection,Truck,Signal Present,Roundabout,Daylight,100,18.0,Male,Valid,No,2,1,0,7.76,21.5,17.41363,78.55787,Minor,17,1,1,0,Normal,Moderate,0.5,0
IND-ACC-00763,Kerala,Kozhikode,2021-02-01 06:24:00,2021,February,Monday,6,Clear,Wet,Urban Arterial,Auto-Rickshaw,Roundabout,Roundabout,Daylight,40,39.0,Male,Valid,No,2,1,0,2.96,30.8,11.29433,75.7659,Minor,6,0,0,0,Normal,High,0.5,0
IND-ACC-00764,Maharashtra,Nagpur,2020-10-06 16:42:00,2020,October,Tuesday,16,Clear,Dry,Intersection,Bus,Police Managed,Non-Junction,Street Lights,50,49.0,Male,Valid,Yes,2,1,0,8.96,33.3,21.18982,79.03765,Minor,16,0,0,0,Normal,Low,0.5,0
IND-ACC-00765,Gujarat,Ahmedabad,2020-08-22 15:40:00,2020,August,Saturday,15,Rain,Wet,Urban Arterial,Auto-Rickshaw,Signal Present,Cross Junction,Daylight,50,43.0,Male,Invalid,Yes,1,1,0,4.2,28.2,23.00431,72.4338,Minor,15,0,1,0,Adverse,High,1.0,0
IND-ACC-00766,Maharashtra,Mumbai,2019-01-05 07:18:00,2019,January,Saturday,7,Clear,Under Construction,Highway,Car,Uncontrolled,Non-Junction,Street Lights,100,18.0,Male,Valid,No,2,2,0,6.85,21.1,19.07067,72.78687,Serious,7,1,1,0,Normal,Moderate,1.0,0
IND-ACC-00767,Delhi,New Delhi,2019-10-15 01:48:00,2019,October,Tuesday,1,Rain,Dry,Highway,Two-Wheeler,Signal Present,Y-Junction,Daylight,60,37.0,Male,Valid,No,3,3,0,6.98,25.4,28.59072,77.17868,Minor,1,0,0,1,Adverse,Moderate,1.0,0
IND-ACC-00768,Rajasthan,Udaipur,2021-04-10 09:23:00,2021,April,Saturday,9,Storm,Dry,Urban Arterial,Truck,Police Managed,Non-Junction,Poor Lighting,80,48.0,Female,Valid,No,2,1,0,5.41,33.0,24.58596,73.72871,Minor,9,1,1,0,Adverse,Moderate,0.5,0
IND-ACC-00769,Telangana,Hyderabad,2021-08-24 16:56:00,2021,August,Tuesday,16,Clear,Wet,Rural Road,Car,Uncontrolled,Y-Junction,Daylight,60,35.0,Male,Learner,No,2,1,0,2.91,24.5,17.33094,78.45693,Minor,16,0,0,0,Normal,High,0.5,0
IND-ACC-00770,Karnataka,Bengaluru,2021-09-14 18:29:00,2021,September,Tuesday,18,Clear,Wet,Highway,Two-Wheeler,Uncontrolled,Roundabout,Street Lights,50,27.0,Male,Valid,No,2,1,0,5.98,26.7,12.93044,77.67419,Minor,18,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00771,Telangana,Warangal,2019-07-05 07:10:00,2019,July,Friday,7,Heat,Damaged,Intersection,Bus,Signal Present,Cross Junction,Street Lights,60,32.0,Male,Valid,No,1,1,0,7.22,24.4,17.89016,79.54286,Minor,7,1,0,0,Normal,Moderate,1.0,0
IND-ACC-00772,Maharashtra,Nagpur,2018-10-22 21:26:00,2018,October,Monday,21,Rain,Under Construction,Highway,Two-Wheeler,Signal Present,Non-Junction,Daylight,30,18.0,Male,Learner,No,2,1,0,7.03,26.6,21.15461,79.02869,Minor,21,0,0,1,Adverse,Moderate,0.5,0
IND-ACC-00773,Karnataka,Hubballi,2021-06-12 19:12:00,2021,June,Saturday,19,Fog,Under Construction,Highway,Two-Wheeler,Signal Present,T-Junction,Street Lights,40,31.0,Male,Valid,No,2,1,0,2.54,31.1,15.44431,75.12106,Minor,19,1,1,0,Adverse,High,0.5,0
IND-ACC-00774,Kerala,Thiruvananthapuram,2021-11-16 16:55:00,2021,November,Tuesday,16,Heat,Dry,Rural Road,Car,Stop Sign,Non-Junction,No Lighting,40,40.0,Male,Valid,No,2,1,0,7.3,26.5,8.5178,76.92903,Minor,16,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00775,Telangana,Hyderabad,2021-02-15 17:54:00,2021,February,Monday,17,Clear,Wet,Intersection,Two-Wheeler,Uncontrolled,T-Junction,Poor Lighting,60,30.0,Male,Valid,No,3,1,0,6.48,21.6,17.32468,78.39469,Minor,17,1,0,0,Normal,Moderate,0.33,0
IND-ACC-00776,Maharashtra,Mumbai,2018-07-22 17:31:00,2018,July,Sunday,17,Clear,Dry,Urban Arterial,Two-Wheeler,Stop Sign,Roundabout,Poor Lighting,40,50.0,Female,Valid,No,2,3,0,7.99,20.5,18.96908,72.93046,Minor,17,1,1,0,Normal,Moderate,1.5,0
IND-ACC-00777,Rajasthan,Jaipur,2023-02-27 18:51:00,2023,February,Monday,18,Clear,Dry,Intersection,Car,Signal Present,Non-Junction,Daylight,30,40.0,Male,Valid,Yes,1,1,0,5.22,36.1,26.96045,75.74094,Minor,18,1,0,0,Normal,Moderate,1.0,0
IND-ACC-00778,Delhi,Dwarka,2022-02-12 05:47:00,2022,February,Saturday,5,Rain,Damaged,Urban Arterial,Auto-Rickshaw,Stop Sign,Roundabout,Poor Lighting,60,33.0,Female,Valid,No,2,1,0,6.18,21.3,28.58206,77.03276,Minor,5,0,1,1,Adverse,Moderate,0.5,0
IND-ACC-00779,Maharashtra,Nagpur,2023-05-02 17:47:00,2023,May,Tuesday,17,Clear,Dry,Intersection,Car,Stop Sign,Non-Junction,No Lighting,40,41.0,Female,Valid,No,4,1,0,6.47,29.4,21.08877,79.08544,Minor,17,1,0,0,Normal,Moderate,0.25,0
IND-ACC-00780,Gujarat,Ahmedabad,2018-09-10 08:52:00,2018,September,Monday,8,Heat,Dry,Urban Arterial,Two-Wheeler,Uncontrolled,Y-Junction,Daylight,50,27.0,Male,Valid,No,3,2,0,8.14,26.6,22.96623,72.58169,Minor,8,1,0,0,Normal,Low,0.67,0
IND-ACC-00781,Rajasthan,Jodhpur,2019-05-02 18:09:00,2019,May,Thursday,18,Clear,Dry,Rural Road,Truck,Uncontrolled,Non-Junction,Street Lights,30,18.0,Male,Valid,No,2,1,0,6.09,35.3,26.16056,72.98901,Minor,18,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00782,Maharashtra,Mumbai,2021-10-01 10:04:00,2021,October,Friday,10,Rain,Dry,Residential,Two-Wheeler,Uncontrolled,T-Junction,Poor Lighting,50,36.0,Female,Valid,Yes,2,1,0,3.11,32.1,19.05737,72.85477,Minor,10,0,0,0,Adverse,High,0.5,0
IND-ACC-00783,Delhi,Dwarka,2022-01-25 16:05:00,2022,January,Tuesday,16,Rain,Wet,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,50,25.0,Male,Expired,No,2,1,0,6.3,26.7,28.66221,77.07001,Minor,16,0,0,0,Adverse,Moderate,0.5,0
IND-ACC-00784,Rajasthan,Udaipur,2023-09-02 16:59:00,2023,September,Saturday,16,Clear,Dry,Residential,Bus,Uncontrolled,Cross Junction,Daylight,80,25.0,Male,Valid,No,2,2,0,4.37,35.4,24.56384,73.71243,Minor,16,0,1,0,Normal,High,1.0,0
IND-ACC-00785,Delhi,Dwarka,2020-07-19 09:20:00,2020,July,Sunday,9,Rain,Damaged,Highway,Auto-Rickshaw,Stop Sign,T-Junction,Street Lights,50,25.0,Male,Learner,No,4,1,0,3.14,30.5,28.66774,77.12546,Minor,9,1,1,0,Adverse,High,0.25,0
IND-ACC-00786,Karnataka,Hubballi,2019-07-06 08:43:00,2019,July,Saturday,8,Cloudy,Dry,Residential,Two-Wheeler,Signal Present,Y-Junction,Daylight,60,39.0,Male,Valid,No,2,1,0,2.92,29.2,15.30919,75.00029,Minor,8,1,1,0,Normal,High,0.5,0
IND-ACC-00787,West Bengal,Durgapur,2018-01-12 14:39:00,2018,January,Friday,14,Cloudy,Dry,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,Street Lights,40,26.0,Male,Valid,No,2,1,0,8.23,28.6,23.45282,87.31616,Minor,14,0,0,0,Normal,Low,0.5,0
IND-ACC-00788,Karnataka,Mysuru,2022-04-21 18:24:00,2022,April,Thursday,18,Cloudy,Dry,Urban Arterial,Bus,Roundabout,Non-Junction,Poor Lighting,100,35.0,Male,Valid,No,3,1,0,6.58,33.2,12.32586,76.71125,Minor,18,1,0,0,Normal,Moderate,0.33,0
IND-ACC-00789,Gujarat,Surat,2022-02-27 19:59:00,2022,February,Sunday,19,Fog,Damaged,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,Poor Lighting,50,38.0,Male,Valid,No,2,1,0,1.54,25.8,21.15953,72.91591,Minor,19,1,1,0,Adverse,Critical,0.5,0
IND-ACC-00790,Rajasthan,Udaipur,2022-02-13 15:13:00,2022,February,Sunday,15,Rain,Dry,Highway,Auto-Rickshaw,Uncontrolled,Y-Junction,No Lighting,100,27.0,Male,Valid,No,2,2,0,8.2,32.1,24.48093,73.83383,Serious,15,0,1,0,Adverse,Low,1.0,0
IND-ACC-00791,Rajasthan,Jaipur,2020-07-09 11:37:00,2020,July,Thursday,11,Cloudy,Dry,Intersection,Two-Wheeler,Roundabout,Non-Junction,Poor Lighting,50,27.0,Female,Valid,No,3,1,0,3.46,29.2,26.9834,75.71399,Minor,11,0,0,0,Normal,High,0.33,0
IND-ACC-00792,Karnataka,Mysuru,2018-07-13 17:21:00,2018,July,Friday,17,Clear,Wet,Intersection,Two-Wheeler,Roundabout,Non-Junction,No Lighting,50,53.0,Male,Valid,No,3,1,0,6.62,29.0,12.30104,76.61017,Minor,17,1,0,0,Normal,Moderate,0.33,0
IND-ACC-00793,Rajasthan,Jaipur,2020-02-02 15:15:00,2020,February,Sunday,15,Clear,Dry,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,No Lighting,60,39.0,Male,Valid,No,1,1,0,5.1,30.9,26.98765,75.70504,Minor,15,0,1,0,Normal,Moderate,1.0,0
IND-ACC-00794,Rajasthan,Udaipur,2019-03-16 02:00:00,2019,March,Saturday,2,Clear,Wet,Residential,Two-Wheeler,Stop Sign,Non-Junction,Poor Lighting,60,56.0,Male,Expired,No,2,1,0,6.86,40.4,24.56949,73.69971,Minor,2,0,1,1,Normal,Moderate,0.5,0
IND-ACC-00795,Tamil Nadu,Chennai,2020-07-08 17:52:00,2020,July,Wednesday,17,Storm,Under Construction,Rural Road,Auto-Rickshaw,Signal Present,Non-Junction,Daylight,30,42.0,Male,Valid,No,3,1,0,4.24,30.7,13.01836,80.21422,Minor,17,1,0,0,Adverse,High,0.33,0
IND-ACC-00796,Uttar Pradesh,Kanpur,2020-07-06 00:57:00,2020,July,Monday,0,Storm,Dry,Urban Arterial,Auto-Rickshaw,Uncontrolled,Cross Junction,Street Lights,40,37.0,Male,Valid,No,4,2,0,3.64,29.7,26.4449,80.31251,Minor,0,0,0,1,Adverse,High,0.5,0
IND-ACC-00797,Gujarat,Ahmedabad,2023-01-20 08:48:00,2023,January,Friday,8,Clear,Wet,Urban Arterial,Auto-Rickshaw,Signal Present,Non-Junction,Daylight,80,47.0,Male,Valid,No,2,2,0,3.98,33.1,23.02442,72.56799,Minor,8,1,0,0,Normal,High,1.0,0
IND-ACC-00798,West Bengal,Howrah,2022-12-05 12:40:00,2022,December,Monday,12,Rain,Dry,Rural Road,Truck,Police Managed,Y-Junction,Daylight,30,32.0,Male,Valid,No,2,1,0,7.83,27.0,22.46673,88.31027,Minor,12,0,0,0,Adverse,Moderate,0.5,0
IND-ACC-00799,Uttar Pradesh,Lucknow,2020-09-01 19:05:00,2020,September,Tuesday,19,Clear,Wet,Rural Road,Truck,Uncontrolled,Y-Junction,Street Lights,60,44.0,Male,Valid,No,3,2,0,9.32,28.3,26.78385,80.98437,Minor,19,1,0,0,Normal,Low,0.67,0
IND-ACC-00800,Karnataka,Bengaluru,2023-11-18 20:48:00,2023,November,Saturday,20,Heat,Dry,Urban Arterial,Bus,Uncontrolled,Roundabout,Daylight,60,37.0,Male,Learner,No,3,1,0,5.8,10.4,12.95711,77.58138,Minor,20,0,1,1,Normal,Moderate,0.33,0
IND-ACC-00801,Karnataka,Hubballi,2018-07-12 08:33:00,2018,July,Thursday,8,Clear,Slippery,Rural Road,Bus,Signal Present,Non-Junction,Poor Lighting,50,31.0,Male,Learner,No,3,1,0,9.29,19.7,15.45889,74.99625,Minor,8,1,0,0,Normal,Low,0.33,0
IND-ACC-00802,Tamil Nadu,Coimbatore,2022-12-03 11:18:00,2022,December,Saturday,11,Cloudy,Dry,Urban Arterial,Car,Roundabout,T-Junction,Street Lights,80,23.0,Male,Valid,No,4,2,0,4.54,31.2,11.00865,76.94034,Minor,11,0,1,0,Normal,High,0.5,0
IND-ACC-00803,Uttar Pradesh,Lucknow,2020-10-22 21:18:00,2020,October,Thursday,21,Rain,Dry,Intersection,Car,Roundabout,Non-Junction,No Lighting,100,37.0,Male,Invalid,No,3,1,0,9.1,28.1,26.89148,80.86445,Minor,21,0,0,1,Adverse,Low,0.33,0
IND-ACC-00804,Tamil Nadu,Madurai,2018-04-18 22:09:00,2018,April,Wednesday,22,Clear,Dry,Rural Road,Car,Uncontrolled,Cross Junction,Poor Lighting,60,32.0,Male,Valid,No,2,2,0,4.67,39.8,9.89866,78.14416,Minor,22,0,0,1,Normal,High,1.0,0
IND-ACC-00805,Maharashtra,Pune,2018-07-11 17:42:00,2018,July,Wednesday,17,Rain,Dry,Rural Road,Two-Wheeler,Uncontrolled,Non-Junction,Street Lights,60,45.0,Male,Valid,No,2,1,0,6.19,27.8,18.4784,73.82428,Minor,17,1,0,0,Adverse,Moderate,0.5,0
IND-ACC-00806,Maharashtra,Mumbai,2018-06-09 23:35:00,2018,June,Saturday,23,Clear,Slippery,Rural Road,Auto-Rickshaw,Police Managed,T-Junction,Poor Lighting,60,34.0,Male,Valid,No,1,1,0,4.1,28.4,19.05437,72.78654,Minor,23,0,1,1,Normal,High,1.0,0
IND-ACC-00807,Maharashtra,Mumbai,2020-03-16 03:26:00,2020,March,Monday,3,Heat,Dry,Highway,Two-Wheeler,Roundabout,Non-Junction,Daylight,50,19.0,Male,Valid,No,4,3,0,7.31,23.4,19.18432,72.89362,Minor,3,0,0,1,Normal,Moderate,0.75,0
IND-ACC-00808,Tamil Nadu,Coimbatore,2021-10-14 09:20:00,2021,October,Thursday,9,Clear,Under Construction,Highway,Car,Uncontrolled,Cross Junction,Street Lights,30,32.0,Male,Valid,No,3,3,0,11.02,28.8,11.06856,76.91711,Minor,9,1,0,0,Normal,Low,1.0,0
IND-ACC-00809,Gujarat,Ahmedabad,2022-10-07 10:51:00,2022,October,Friday,10,Fog,Dry,Highway,Car,Signal Present,Cross Junction,Daylight,50,34.0,Female,Valid,No,2,1,0,2.05,23.7,23.08931,72.52198,Minor,10,0,0,0,Adverse,Critical,0.5,0
IND-ACC-00810,Uttar Pradesh,Varanasi,2021-11-25 08:27:00,2021,November,Thursday,8,Clear,Under Construction,Highway,Truck,Signal Present,Non-Junction,Daylight,60,30.0,Female,Valid,No,2,2,0,8.49,26.0,25.2513,82.91957,Minor,8,1,0,0,Normal,Low,1.0,0
IND-ACC-00811,Uttar Pradesh,Varanasi,2021-01-22 06:25:00,2021,January,Friday,6,Rain,Wet,Rural Road,Truck,Uncontrolled,Non-Junction,Poor Lighting,30,50.0,Male,Valid,No,2,2,0,6.63,26.2,25.36633,83.01472,Minor,6,0,0,0,Adverse,Moderate,1.0,0
IND-ACC-00812,Karnataka,Mysuru,2020-11-13 16:00:00,2020,November,Friday,16,Clear,Dry,Urban Arterial,Bus,Roundabout,Non-Junction,No Lighting,40,33.0,Male,Valid,No,2,2,0,6.79,27.3,12.38135,76.57195,Minor,16,0,0,0,Normal,Moderate,1.0,0
IND-ACC-00813,Karnataka,Mysuru,2022-12-06 16:35:00,2022,December,Tuesday,16,Heat,Dry,Highway,Two-Wheeler,Police Managed,Non-Junction,Daylight,60,46.0,Male,Valid,No,2,2,0,7.55,23.8,12.25494,76.65131,Minor,16,0,0,0,Normal,Moderate,1.0,0
IND-ACC-00814,Maharashtra,Mumbai,2022-04-10 18:33:00,2022,April,Sunday,18,Rain,Wet,Rural Road,Two-Wheeler,Roundabout,Non-Junction,Daylight,40,44.0,Male,Valid,No,2,1,0,6.38,32.7,19.03275,72.83655,Minor,18,1,1,0,Adverse,Moderate,0.5,0
IND-ACC-00815,Telangana,Warangal,2020-09-21 05:15:00,2020,September,Monday,5,Clear,Dry,Rural Road,Truck,Uncontrolled,Cross Junction,Daylight,80,36.0,Female,Valid,No,3,1,0,4.26,32.2,18.02997,79.53738,Minor,5,0,0,1,Normal,High,0.33,0
IND-ACC-00816,Maharashtra,Nagpur,2019-09-15 06:40:00,2019,September,Sunday,6,Rain,Dry,Rural Road,Truck,Signal Present,Non-Junction,Street Lights,80,18.0,Male,Valid,No,4,1,0,7.78,31.6,21.23842,79.14057,Minor,6,0,1,0,Adverse,Moderate,0.25,0
IND-ACC-00817,Karnataka,Hubballi,2022-11-08 16:56:00,2022,November,Tuesday,16,Clear,Damaged,Intersection,Auto-Rickshaw,Uncontrolled,Non-Junction,Street Lights,100,28.0,Male,Invalid,No,4,2,0,7.42,23.6,15.35647,75.24398,Minor,16,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00818,Uttar Pradesh,Kanpur,2019-11-08 17:11:00,2019,November,Friday,17,Cloudy,Under Construction,Highway,Car,Uncontrolled,Roundabout,Poor Lighting,80,20.0,Male,Valid,No,4,2,0,6.27,19.4,26.36628,80.45183,Serious,17,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00819,Kerala,Kochi,2019-08-15 06:38:00,2019,August,Thursday,6,Clear,Dry,Highway,Two-Wheeler,Signal Present,Cross Junction,Daylight,50,34.0,Male,Valid,No,3,1,0,10.68,21.7,9.96978,76.2248,Minor,6,0,0,0,Normal,Low,0.33,0
IND-ACC-00820,Karnataka,Bengaluru,2023-05-10 14:12:00,2023,May,Wednesday,14,Heat,Wet,Urban Arterial,Auto-Rickshaw,Signal Present,T-Junction,Daylight,40,24.0,Male,Expired,No,1,2,0,7.29,36.9,13.0608,77.63858,Minor,14,0,0,0,Normal,Moderate,2.0,0
IND-ACC-00821,Maharashtra,Mumbai,2021-08-12 16:33:00,2021,August,Thursday,16,Heat,Slippery,Residential,Car,Signal Present,Roundabout,Poor Lighting,50,34.0,Male,Valid,No,4,2,0,8.15,26.1,19.02584,72.82449,Minor,16,0,0,0,Normal,Low,0.5,0
IND-ACC-00822,Karnataka,Mysuru,2023-11-08 13:34:00,2023,November,Wednesday,13,Heat,Wet,Rural Road,Car,Signal Present,Roundabout,Daylight,100,48.0,Male,Valid,No,2,1,0,5.57,23.8,12.24964,76.55373,Minor,13,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00823,Telangana,Hyderabad,2019-10-20 17:21:00,2019,October,Sunday,17,Clear,Wet,Highway,Car,Uncontrolled,T-Junction,Street Lights,80,37.0,Male,Valid,No,2,1,0,7.66,29.6,17.30597,78.46085,Serious,17,1,1,0,Normal,Moderate,0.5,0
IND-ACC-00824,Delhi,Rohini,2022-11-02 17:08:00,2022,November,Wednesday,17,Heat,Dry,Urban Arterial,Two-Wheeler,Stop Sign,T-Junction,Street Lights,50,48.0,Male,Valid,No,2,1,0,6.25,32.1,28.82154,77.10023,Minor,17,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00825,Telangana,Warangal,2019-11-10 19:01:00,2019,November,Sunday,19,Clear,Dry,Urban Arterial,Truck,Signal Present,T-Junction,Daylight,60,35.0,Male,Valid,No,2,1,0,6.01,30.3,17.92131,79.69673,Minor,19,1,1,0,Normal,Moderate,0.5,0
IND-ACC-00826,Karnataka,Hubballi,2023-08-25 07:08:00,2023,August,Friday,7,Rain,Dry,Residential,Bus,Signal Present,Non-Junction,Poor Lighting,60,59.0,Female,Invalid,Yes,3,2,0,6.63,25.3,15.28449,75.07423,Minor,7,1,0,0,Adverse,Moderate,0.67,0
IND-ACC-00827,Uttar Pradesh,Kanpur,2019-01-12 10:59:00,2019,January,Saturday,10,Clear,Dry,Rural Road,Car,Uncontrolled,Non-Junction,Daylight,60,19.0,Male,Valid,No,4,1,0,8.08,23.0,26.45442,80.41394,Minor,10,0,1,0,Normal,Low,0.25,0
IND-ACC-00828,Uttar Pradesh,Lucknow,2019-01-10 19:03:00,2019,January,Thursday,19,Clear,Dry,Highway,Car,Roundabout,Roundabout,Daylight,50,26.0,Male,Valid,Yes,3,1,0,5.8,16.0,26.90105,80.94676,Minor,19,1,0,0,Normal,Moderate,0.33,0
IND-ACC-00829,Karnataka,Mysuru,2020-01-10 19:08:00,2020,January,Friday,19,Clear,Slippery,Intersection,Truck,Roundabout,T-Junction,Daylight,50,36.0,Male,Valid,No,3,1,0,2.6,31.0,12.36455,76.76155,Minor,19,1,0,0,Normal,High,0.33,0
IND-ACC-00830,Karnataka,Mysuru,2021-01-05 05:49:00,2021,January,Tuesday,5,Cloudy,Wet,Highway,Car,Roundabout,T-Junction,Daylight,60,48.0,Male,Expired,No,1,1,0,8.44,27.8,12.31749,76.64559,Minor,5,0,0,1,Normal,Low,1.0,0
